disease,year,month,expected,observed,period,oe_ratio,pct_change,expected_lo80,expected_hi80,expected_lo95,expected_hi95,below_pi95,above_pi95,date,month_trajectory,cum_deficit,cum_excess,cum_net,oe_roll3
Influenza (laboratory confirmed),2020,3,5974.067279659972,5972,covid_acute,0.9996539577538722,-0.03460422461277733,3748.404170458064,9936.86877373749,2972.981771624554,13273.177203583007,FALSE,FALSE,2020-03-01,returned,2.067279659971973,0,-2.067279659971973,NA
Influenza (laboratory confirmed),2020,4,4160.42231493778,327,covid_acute,0.0785977901392182,-92.14022098607818,1956.684969862077,9962.052530876746,1363.237341057451,16832.81899622282,TRUE,FALSE,2020-04-01,suppressed,3835.4895945977523,0,-3835.4895945977523,NA
Influenza (laboratory confirmed),2020,5,4300.706853875534,297,covid_acute,0.0690584153003504,-93.09415846996497,1794.3142301252162,12142.195017139931,1187.8576137141654,23017.597279071106,TRUE,FALSE,2020-05-01,suppressed,7839.196448473286,0,-7839.196448473286,0.3824367210644803
Influenza (laboratory confirmed),2020,6,6500.762983729222,193,covid_acute,0.02968882275558427,-97.03111772444156,2407.7070130837924,21808.87712453876,1517.3242175803762,46935.34289109685,TRUE,FALSE,2020-06-01,suppressed,14146.959432202508,0,-14146.959432202508,0.05911500939838429
Influenza (laboratory confirmed),2020,7,9232.357114308636,231,covid_acute,0.02502069592195344,-97.49793040780466,3129.203283077631,35433.909593801756,1902.7945989157136,84606.45582788711,TRUE,FALSE,2020-07-01,suppressed,23148.316546511145,0,-23148.316546511145,0.04125597799262937
Influenza (laboratory confirmed),2020,8,18192.944767908022,115,covid_acute,0.00632113170611376,-99.36788682938862,5344.948081313483,87775.65807617341,3073.336185274649,252774.05709795817,TRUE,FALSE,2020-08-01,suppressed,41226.261314419164,0,-41226.261314419164,0.02034355012788382
Influenza (laboratory confirmed),2020,9,16699.421514877828,61,covid_acute,0.00365282114387339,-99.63471788561266,4947.2918304276545,79466.42484601488,2853.8360463403264,226184.12315757293,TRUE,FALSE,2020-09-01,suppressed,57864.682829296995,0,-57864.682829296995,0.011664882923980194
Influenza (laboratory confirmed),2020,10,7618.457970587869,41,covid_acute,0.00538166649449091,-99.4618333505509,2601.1830154865715,28910.47278291139,1586.3463704171816,68417.47238658449,TRUE,FALSE,2020-10-01,suppressed,65442.14079988486,0,-65442.14079988486,0.005118539781492685
Influenza (laboratory confirmed),2020,11,5625.670849446642,53,covid_acute,0.0094210986419892,-99.05789013580107,2019.6634391411603,19774.72473227543,1256.787380387278,44096.698258408825,TRUE,FALSE,2020-11-01,suppressed,71014.8116493315,0,-71014.8116493315,0.0061518620934511645
Influenza (laboratory confirmed),2020,12,4919.694049937608,54,covid_acute,0.01097629231652826,-98.90237076834715,1804.3416524100703,16747.634994081036,1132.558984537051,36444.084342764014,TRUE,FALSE,2020-12-01,suppressed,75880.50569926911,0,-75880.50569926911,0.008593019151002789
Influenza (laboratory confirmed),2021,1,6577.14046147705,66,covid_acute,0.01003475604429742,-98.99652439557026,2295.5484969919835,24130.835300289666,1412.3216827683611,55619.87547144698,TRUE,FALSE,2021-01-01,suppressed,82391.64616074617,0,-82391.64616074617,0.010144049000938292
Influenza (laboratory confirmed),2021,2,6946.843239485607,46,covid_acute,0.00662171268505638,-99.33782873149435,2401.015790724174,25871.1683048736,1471.4381309015246,60330.12581865796,TRUE,FALSE,2021-02-01,suppressed,89292.48940023177,0,-89292.48940023177,0.009210920348627352
Influenza (laboratory confirmed),2021,3,9132.717548969087,50,covid_acute,0.00547482167623196,-99.4525178323768,2955.8929133066954,37674.53819152798,1764.8711372515434,95289.57925057985,TRUE,FALSE,2021-03-01,suppressed,98375.20694920086,0,-98375.20694920086,0.007377096801861918
Influenza (laboratory confirmed),2021,4,9317.646380372918,72,covid_acute,0.00772727328992263,-99.22727267100774,2909.072585382698,40709.40910926283,1712.569017046671,107899.8099337313,TRUE,FALSE,2021-04-01,suppressed,107620.85332957377,0,-107620.85332957377,0.006607935883736989
Influenza (laboratory confirmed),2021,5,13592.43420114793,67,covid_acute,0.00492921275236643,-99.50707872476336,3875.556273645462,68936.00477052125,2203.0350455171983,207199.70061445344,TRUE,FALSE,2021-05-01,suppressed,121146.2875307217,0,-121146.2875307217,0.0060437692395070046
Influenza (laboratory confirmed),2021,6,21584.644820694422,59,covid_acute,0.00273342464006789,-99.7266575359932,5534.095148966304,131461.8681729387,3022.4848508749183,465214.0052096982,TRUE,FALSE,2021-06-01,suppressed,142671.93235141612,0,-142671.93235141612,0.005129970227452315
Influenza (laboratory confirmed),2021,7,27350.769681069705,72,covid_acute,0.00263246705082063,-99.73675329491792,6620.994945458049,184669.7447425688,3540.268152204565,719765.1865610974,TRUE,FALSE,2021-07-01,suppressed,169950.70203248583,0,-169950.70203248583,0.003431701481084982
Influenza (laboratory confirmed),2021,8,39654.35135377402,43,covid_acute,0.00108437027796465,-99.89156297220352,8784.403905389812,315859.8335804648,4548.431311965887,1448104.1134089874,TRUE,FALSE,2021-08-01,suppressed,209562.05338625985,0,-209562.05338625985,0.002150087322951055
Influenza (laboratory confirmed),2021,9,25026.8493572648,63,covid_acute,0.00251729648828977,-99.74827035117102,6155.40396232194,164182.11216717024,3310.556357019239,622661.9835348184,TRUE,FALSE,2021-09-01,suppressed,234525.90274352464,0,-234525.90274352464,0.0020780446056916815
Influenza (laboratory confirmed),2021,10,8281.902300431933,55,covid_acute,0.00664098633439947,-99.33590136656004,2558.0671259200067,36816.45027977825,1499.639764881263,98986.32641088468,TRUE,FALSE,2021-10-01,suppressed,242752.80504395658,0,-242752.80504395658,0.003414217700217962
Influenza (laboratory confirmed),2021,11,4990.525027715885,62,covid_acute,0.01242354254425547,-98.75764574557444,1691.2928382745256,19157.020530501533,1028.3893703523388,45747.96219997036,TRUE,FALSE,2021-11-01,suppressed,247681.33007167248,0,-247681.33007167248,0.007193941788981567
Influenza (laboratory confirmed),2021,12,4240.154442862724,105,covid_acute,0.02476324893701505,-97.5236751062985,1478.3059087265913,15582.241898388407,909.1262491989224,35961.857082017734,TRUE,FALSE,2021-12-01,suppressed,251816.4845145352,0,-251816.4845145352,0.014609259271889994
Influenza (laboratory confirmed),2022,1,7123.973671119064,39,transition,0.00547447278730238,-99.45255272126975,2262.525462353424,30284.598816241927,1340.8794776182422,78489.16148383686,TRUE,FALSE,2022-01-01,suppressed,258901.45818565425,0,-258901.45818565425,0.01422042142285763
Influenza (laboratory confirmed),2022,2,6998.623206434153,33,transition,0.00471521312501316,-99.52847868749868,2229.980217078485,29597.35939746009,1323.2835339595763,76383.6221266076,TRUE,FALSE,2022-02-01,suppressed,265867.08139208844,0,-265867.08139208844,0.011650978283110194
Influenza (laboratory confirmed),2022,3,7029.257732662004,324,transition,0.04609306022377132,-95.39069397762286,2134.408572705637,32125.66975390958,1243.006771383564,88386.5203972757,TRUE,FALSE,2022-03-01,suppressed,272572.3391247504,0,-272572.3391247504,0.018760915378695616
Influenza (laboratory confirmed),2022,4,5629.900233160937,5725,transition,1.0168919097853475,1.6891909785347743,1631.152324538822,27797.973076723923,932.9130304032504,81647.24529611721,FALSE,FALSE,2022-04-01,returned,272572.3391247504,95.0997668390628,-272477.23935791134,0.35590006104471067
Influenza (laboratory confirmed),2022,5,6567.921043971916,54194,transition,8.251317218519189,725.1317218519189,1764.6245601115136,36859.4611794304,980.7650922979622,121105.1653909474,FALSE,FALSE,2022-05-01,overshoot,272572.3391247504,47721.178722867146,-224851.16040188324,3.1047673961761024
Influenza (laboratory confirmed),2022,6,10097.217451194772,111037,transition,10.996791991130324,999.6791991130324,2412.850658677013,69807.68453073848,1284.0618067296873,278317.07073942554,FALSE,FALSE,2022-06-01,overshoot,272572.3391247504,148660.9612716724,-123911.37785307801,6.755000373144953
Influenza (laboratory confirmed),2022,7,13787.733159889567,44665,transition,3.2394737758587246,223.9473775858725,3026.0692843313914,111790.88813499406,1561.6485520096232,521840.1986959975,FALSE,FALSE,2022-07-01,overshoot,272572.3391247504,179538.2281117828,-93034.1110129676,7.495860995169412
Influenza (laboratory confirmed),2022,8,24380.130070365576,6573,transition,0.26960479624305134,-73.03952037569486,4611.362106227827,265892.64378266473,2258.633674573115,1707719.880544223,FALSE,FALSE,2022-08-01,suppressed,290379.469195116,179538.2281117828,-110841.24108333321,4.835290187744033
Influenza (laboratory confirmed),2022,9,19503.091991962898,2710,transition,0.13895232618072942,-86.10476738192706,3891.097614983593,190713.8705471347,1941.4880526515544,1084643.2088324311,FALSE,FALSE,2022-09-01,suppressed,307172.5611870789,179538.2281117828,-127634.33307529608,1.2160102994275017
Influenza (laboratory confirmed),2022,10,7870.941497203625,1528,transition,0.1941317948485407,-80.58682051514593,1943.7453860504977,51258.58652284301,1046.9652611228323,193061.05255710983,FALSE,FALSE,2022-10-01,suppressed,313515.5026842825,179538.2281117828,-133977.27457249968,0.20089630575744052
Influenza (laboratory confirmed),2022,11,5365.788544997299,1892,transition,0.3526042787809769,-64.73957212190231,1438.629388964251,30222.23256950773,798.9507312446997,99620.1949838678,FALSE,FALSE,2022-11-01,suppressed,316989.2912292798,179538.2281117828,-137451.06311749702,0.22856279993674902
Influenza (laboratory confirmed),2022,12,4638.854281601912,4648,transition,1.0019715468180066,0.1971546818006553,1281.5846655968846,24816.46189604069,719.8279132677571,78145.36348907427,FALSE,FALSE,2022-12-01,returned,316989.2912292798,179547.3738301809,-137441.91739909892,0.5162358734825081
Influenza (laboratory confirmed),2023,1,6785.515552655411,3653,post_covid,0.5383526088257882,-46.16473911742119,1728.7500679605696,41794.00218379746,941.9499440523408,149438.45349592363,FALSE,FALSE,2023-01-01,partial,320121.8067819352,179547.3738301809,-140574.4329517543,0.6309761448082573
Influenza (laboratory confirmed),2023,2,6967.10266813834,4287,post_covid,0.6153203425012133,-38.46796574987867,1764.5801508294708,43364.36091386787,959.3738848212528,156563.84722093787,FALSE,FALSE,2023-02-01,partial,322801.90945007355,179547.3738301809,-143254.53561989265,0.718548166048336
Influenza (laboratory confirmed),2023,3,8229.353579326924,10725,post_covid,1.3032615376914205,30.326153769142028,1967.9202291662996,56819.00615110828,1047.556126047993,226244.8391748065,FALSE,FALSE,2023-03-01,overshoot,322801.90945007355,182043.02025085397,-140758.8891992196,0.8189781630061407
Influenza (laboratory confirmed),2023,4,7605.053697182135,13331,post_covid,1.7529133298479502,75.291332984795,1778.7991680738987,54695.2695783622,939.2768813392642,226565.02481824777,FALSE,FALSE,2023-04-01,overshoot,322801.90945007355,187768.96655367184,-135032.9428964017,1.2238317366801947
Influenza (laboratory confirmed),2023,5,10102.486224891103,25052,post_covid,2.479785613394394,147.9785613394394,2164.421712722961,85807.75917926032,1107.4188368173463,420132.8278426856,FALSE,FALSE,2023-05-01,overshoot,322801.90945007355,202718.48032878074,-120083.42912129281,1.845320160311255
Influenza (laboratory confirmed),2023,6,15823.429366080272,77741,post_covid,4.913031063079706,391.3031063079706,2995.934829062792,172211.11296337855,1467.9126809629713,1103410.0862707605,FALSE,FALSE,2023-06-01,overshoot,322801.90945007355,264636.05096270045,-58165.8584873731,3.048576668774017
Influenza (laboratory confirmed),2023,7,20695.657211248825,53171,post_covid,2.569186349448215,156.91863494482152,3628.181040740368,265134.180484768,1731.5382070852374,2057120.5231661792,FALSE,FALSE,2023-07-01,overshoot,322801.90945007355,297111.39375145163,-25690.515698621923,3.3206676753074387
Influenza (laboratory confirmed),2023,8,32599.459836454495,32501,post_covid,0.9969797095734576,-0.3020290426542435,5021.367287475295,558696.076181934,2295.2269002103512,6302778.375621615,FALSE,FALSE,2023-08-01,returned,322900.36928652803,297111.39375145163,-25788.975535076403,2.8263990407004598
Influenza (laboratory confirmed),2023,9,22664.41125789312,24938,post_covid,1.1003153673941155,10.03153673941157,3857.54152951404,309727.781179147,1822.7180888246733,2601370.3324759128,FALSE,FALSE,2023-09-01,returned,322900.36928652803,299384.9824935585,-23515.38679296954,1.5554938088052628
Influenza (laboratory confirmed),2023,10,8117.759483270998,12724,post_covid,1.56742756744906,56.74275674490601,1794.096152875146,64948.56026132053,928.1804824735306,299108.63998979656,FALSE,FALSE,2023-10-01,overshoot,322900.36928652803,303991.2230102875,-18909.146276240528,1.2215742148055444
Influenza (laboratory confirmed),2023,11,5133.9046823626195,13099,post_covid,2.5514692637362812,155.14692637362813,1260.609099573956,33780.36561078716,677.5805697589662,128474.2309747715,FALSE,FALSE,2023-11-01,overshoot,322900.36928652803,311956.3183279249,-10944.050958603155,1.7397373995264855
Influenza (laboratory confirmed),2023,12,4391.5228757651,17640,post_covid,4.016829810302815,301.6829810302815,1115.9697233404502,27171.95528724054,607.4850291803062,97565.14606649544,FALSE,FALSE,2023-12-01,overshoot,322900.36928652803,325204.79545215983,2304.4261656317976,2.7119088804960523
Influenza (laboratory confirmed),2024,1,6988.895324259106,8614,post_covid,1.232526687028779,23.252668702877894,1598.9160534159855,52379.3672605696,837.5519423698381,225940.95098486528,FALSE,FALSE,2024-01-01,overshoot,322900.36928652803,326829.9001279007,3929.5308413726743,2.6002752536892917
Influenza (laboratory confirmed),2024,2,6986.239732855224,7972,post_covid,1.141100263494952,14.110026349495207,1598.3596739656823,52356.3232109217,837.2701807228835,225828.13841031343,FALSE,FALSE,2024-02-01,returned,322900.36928652803,327815.6603950455,4915.291108517442,2.130152253608849
Influenza (laboratory confirmed),2024,3,7473.593583408313,13784,post_covid,1.84436039318502,84.43603931850203,1637.522187487035,60790.88262283074,844.5613717756861,284702.55030981655,FALSE,FALSE,2024-03-01,overshoot,322900.36928652803,334126.06681163714,11225.697525109106,1.4059957812362505
Influenza (laboratory confirmed),2024,4,6322.488417003073,12443,post_covid,1.968054218420872,96.80542184208724,1366.0562237767947,52831.069575264984,701.0414641384647,254343.7487990427,FALSE,FALSE,2024-04-01,overshoot,322900.36928652803,340246.57839463407,17346.209108106035,1.6511716250336148
Influenza (laboratory confirmed),2024,5,7745.660907278345,31202,post_covid,4.028319903687043,302.83199036870434,1549.003191652272,75382.86643370405,773.5230159816991,426506.8825733161,FALSE,FALSE,2024-05-01,overshoot,322900.36928652803,363702.91748735576,40802.54820082773,2.613578171764312
Influenza (laboratory confirmed),2024,6,11991.05208082807,71692,post_covid,5.978791478574675,497.8791478574675,2109.2904138026393,152498.28549529865,1007.806919775043,1172770.5187229875,FALSE,FALSE,2024-06-01,overshoot,322900.36928652803,423403.86540652765,100503.49611999962,3.9917218668941974
Influenza (laboratory confirmed),2024,7,16111.990049970636,96875,post_covid,6.012603017972728,501.26030179727286,2592.781426189554,249630.60463853893,1202.3803511791184,2460746.0871541332,FALSE,FALSE,2024-07-01,overshoot,322900.36928652803,504166.875356557,181266.506070029,5.339904800078149
Influenza (laboratory confirmed),2024,8,27273.61381501019,83372,post_covid,3.056873964905807,205.6873964905807,3750.7207399568583,614883.8053142232,1652.6061259182873,10325726.396001576,FALSE,FALSE,2024-08-01,overshoot,322900.36928652803,560265.2615415468,237364.89225501876,5.016089487151071
Influenza (laboratory confirmed),2024,9,20676.808224898887,18889,post_covid,0.9135355802765526,-8.64644197234474,3078.691807348782,383889.4898047848,1391.726169103816,4840147.610523597,FALSE,FALSE,2024-09-01,returned,324688.17751142697,560265.2615415468,235577.08403011982,3.3276708543850297
Influenza (laboratory confirmed),2024,10,7966.682436551464,6924,post_covid,0.8691196185042352,-13.088038149576471,1537.4347945323514,83356.78741028065,758.2816417192895,510890.98954944505,FALSE,FALSE,2024-10-01,partial,325730.8599479784,560265.2615415468,234534.4015935684,1.6131763878955319
Influenza (laboratory confirmed),2024,11,5273.39119302949,7118,post_covid,1.3497955564929005,34.979555649290035,1127.3731328858291,44978.47726021299,576.3748568705317,221180.87502570316,FALSE,FALSE,2024-11-01,overshoot,325730.8599479784,562109.8703485173,236379.01040053891,1.0441502517578962
Influenza (laboratory confirmed),2024,12,4539.930662027347,6037,post_covid,1.3297559917587205,32.975599175872055,1005.832817059832,36153.27896583964,520.8287020296681,165709.25606269806,FALSE,FALSE,2024-12-01,overshoot,325730.8599479784,563606.93968649,237876.0797385116,1.1828903889186189
Influenza (laboratory confirmed),2025,1,6864.445101076778,1037,post_covid,0.151068292444692,-84.8931707555308,1374.4282225413383,66645.02570456748,686.6347918439883,376076.12527680746,FALSE,FALSE,2025-01-01,suppressed,331558.3050490552,563606.93968649,232048.6346374348,0.9435399468987712
Influenza (laboratory confirmed),2025,2,6974.601555733587,0,post_covid,0,-100,1390.7936693559163,68273.53937134618,693.8195944257167,388734.2713338141,TRUE,FALSE,2025-02-01,suppressed,338532.9066047888,563606.93968649,225074.0330817012,0.49360809473447104
Influenza (laboratory confirmed),2025,3,7922.630443596598,0,post_covid,0,-100,1500.2416397573486,86199.62760964665,735.1057177399485,552127.747401307,TRUE,FALSE,2025-03-01,suppressed,346455.53704838536,563606.93968649,217151.40263810463,0.05035609748156422
Influenza (laboratory confirmed),2025,4,7068.391412304745,0,post_covid,0,-100,1326.9474971764903,78301.44784083359,648.2564025439684,511935.4820787019,TRUE,FALSE,2025-04-01,suppressed,353523.92846069013,563606.93968649,210083.01122579986,2.1973164029039557e-16
Influenza (laboratory confirmed),2025,5,9088.998802929766,0,post_covid,0,-100,1564.8962053340624,121106.74828701893,742.2995587128095,985831.7167146908,TRUE,FALSE,2025-05-01,suppressed,362612.9272636199,563606.93968649,200994.0124228701,2.1973164029039557e-16
Influenza (laboratory confirmed),2025,6,14168.991609330284,0,post_covid,0,-100,2131.422664300149,256737.93375590505,966.7349770385194,3128069.8246629285,TRUE,FALSE,2025-06-01,suppressed,376781.9188729502,563606.93968649,186825.0208135398,2.1973164029039557e-16
Influenza (laboratory confirmed),2025,7,18734.6351405416,0,post_covid,0,-100,2580.6892934091284,420627.0237638426,1137.6796064962234,7018674.718064675,TRUE,FALSE,2025-07-01,suppressed,395516.5540134918,563606.93968649,168090.3856729982,2.1973164029039557e-16
Influenza (laboratory confirmed),2025,8,30375.782352454284,0,post_covid,0,-100,3591.431120190809,1019176.8573088952,1509.1074813389691,33604853.81074355,TRUE,FALSE,2025-08-01,suppressed,425892.33636594604,563606.93968649,137714.60332054395,2.1973164029039557e-16
Influenza (laboratory confirmed),2025,9,21859.030387041126,0,post_covid,0,-100,2859.925881150889,559459.7311197621,1240.316170728751,11490947.748170191,TRUE,FALSE,2025-09-01,suppressed,447751.3667529872,563606.93968649,115855.57293350279,2.1973164029039557e-16
Influenza (laboratory confirmed),2025,10,8058.101890290852,0,post_covid,0,-100,1404.2290483940806,104584.90110043505,668.8052149007626,824377.5298126392,TRUE,FALSE,2025-10-01,suppressed,455809.468643278,563606.93968649,107797.47104321199,2.1973164029039557e-16
Influenza (laboratory confirmed),2025,11,5188.091241776983,0,post_covid,0,-100,1014.3500387404072,52856.08413233723,502.55897173259814,314475.0029528897,TRUE,FALSE,2025-11-01,suppressed,460997.559885055,563606.93968649,102609.37980143499,2.1973164029039557e-16
Influenza (laboratory confirmed),2025,12,4449.041310622266,0,post_covid,0,-100,904.03080846212,41937.93480638577,453.9722891645358,229211.76833555097,TRUE,FALSE,2025-12-01,suppressed,465446.6011956773,563606.93968649,98160.33849081269,2.1973164029039557e-16
Meningococcal disease (invasive),2020,3,16.079093549198472,6,covid_acute,0.37315536361806256,-62.68446363819374,10.879262139332962,25.611505083221623,9.05133707820147,34.157006264060406,TRUE,FALSE,2020-03-01,suppressed,10.079093549198472,0,-10.079093549198472,NA
Meningococcal disease (invasive),2020,4,17.01842321665132,7,covid_acute,0.41131895187275613,-58.86810481272439,10.913038020605756,29.31797941504643,8.881009262697646,41.4410361949388,TRUE,FALSE,2020-04-01,suppressed,20.097516765849793,0,-20.097516765849793,NA
Meningococcal disease (invasive),2020,5,19.314153166522665,4,covid_acute,0.20710201299082703,-79.2897987009173,11.42729208024994,37.7408334894305,9.00769240078706,58.998900665500415,TRUE,FALSE,2020-05-01,suppressed,35.41166993237246,0,-35.41166993237246,0.33052544282721524
Meningococcal disease (invasive),2020,6,18.859552195849822,7,covid_acute,0.3711646982551579,-62.883530174484214,11.085576869894664,37.24973128065051,8.716278655567113,58.75837829685522,TRUE,FALSE,2020-06-01,suppressed,47.27122212822228,0,-47.27122212822228,0.32986188770624697
Meningococcal disease (invasive),2020,7,19.20613129112728,8,covid_acute,0.4165336516102952,-58.34663483897048,11.2489494674562,38.15874475805605,8.832544704466404,60.49347460570776,TRUE,FALSE,2020-07-01,suppressed,58.47735341934956,0,-58.47735341934956,0.33160012095209335
Meningococcal disease (invasive),2020,8,21.32791801317275,7,covid_acute,0.3282083134264017,-67.17916865735984,12.23179325507189,43.8888008941966,9.52733505524742,71.70903841136844,TRUE,FALSE,2020-08-01,suppressed,72.80527143252232,0,-72.80527143252232,0.3719688877639516
Meningococcal disease (invasive),2020,9,19.540337365503873,4,covid_acute,0.20470475638058944,-79.52952436194106,11.405714703909242,39.04247132904537,8.943897050533375,62.19198674459631,TRUE,FALSE,2020-09-01,suppressed,88.34560879802618,0,-88.34560879802618,0.3164822404724288
Meningococcal disease (invasive),2020,10,15.989354454710728,10,covid_acute,0.6254161184758672,-37.45838815241328,9.69916716473688,30.01268942291045,7.720198445782216,45.387387165470926,FALSE,FALSE,2020-10-01,partial,94.33496325273691,0,-94.33496325273691,0.38610972942761945
Meningococcal disease (invasive),2020,11,15.496369919364072,4,covid_acute,0.2581249686742215,-74.18750313257785,9.454617987509415,28.822011433936922,7.542671811900916,43.26455783484209,TRUE,FALSE,2020-11-01,suppressed,105.83133317210098,0,-105.83133317210098,0.36274861451022605
Meningococcal disease (invasive),2020,12,13.209094124114852,7,covid_acute,0.5299379302037545,-47.00620697962455,8.292508677910195,23.49980546139687,6.691000131862873,34.05247967176973,FALSE,FALSE,2020-12-01,partial,112.04042729621584,0,-112.04042729621584,0.47115967245128104
Meningococcal disease (invasive),2021,1,14.42379608473846,5,covid_acute,0.34664938207843937,-65.33506179215607,8.91548485281725,26.284746353506293,7.14925001979381,38.81575419924727,TRUE,FALSE,2021-01-01,suppressed,121.4642233809543,0,-121.4642233809543,0.3782374269854718
Meningococcal disease (invasive),2021,2,14.975660386707595,4,covid_acute,0.2671000741677076,-73.28999258322924,9.19411689764889,27.581100229447628,7.352932634831057,41.07594092299912,TRUE,FALSE,2021-02-01,suppressed,132.43988376766188,0,-132.43988376766188,0.3812291288166338
Meningococcal disease (invasive),2021,3,16.493529466201846,9,covid_acute,0.5456685313136033,-45.433146868639675,9.704425760243192,32.52367369769279,7.633228090684802,51.233127949933,FALSE,FALSE,2021-03-01,partial,139.93341323386375,0,-139.93341323386375,0.3864726625199167
Meningococcal disease (invasive),2021,4,16.911224395007626,8,covid_acute,0.473058591923225,-52.694140807677506,9.839190984653976,33.97151179913504,7.705913666212513,54.36307830389051,FALSE,FALSE,2021-04-01,suppressed,148.84463762887137,0,-148.84463762887137,0.428609065801512
Meningococcal disease (invasive),2021,5,17.859706594960336,8,covid_acute,0.4479356901785523,-55.206430982144774,10.184424268541012,37.10928003303941,7.915466126469119,61.14723643622571,FALSE,FALSE,2021-05-01,suppressed,158.7043442238317,0,-158.7043442238317,0.4888876044717935
Meningococcal disease (invasive),2021,6,17.679375875319334,8,covid_acute,0.45250466172666853,-54.74953382733314,10.083807953927696,36.72085721170599,7.837918906404807,60.4873704185458,FALSE,FALSE,2021-06-01,suppressed,168.38372009915102,0,-168.38372009915102,0.4578329812761486
Meningococcal disease (invasive),2021,7,17.817170466112525,3,covid_acute,0.16837690393689997,-83.16230960631,10.146150066267776,37.10798209561413,7.881595043625519,61.271397592626016,TRUE,FALSE,2021-07-01,suppressed,183.20089056526356,0,-183.20089056526356,0.35627241861404024
Meningococcal disease (invasive),2021,8,18.619199045189273,7,covid_acute,0.37595602168550973,-62.40439783144903,10.506259573663431,39.39077268220049,8.133159386447955,65.94821072635254,TRUE,FALSE,2021-08-01,suppressed,194.82008961045284,0,-194.82008961045284,0.33227919578302606
Meningococcal disease (invasive),2021,9,17.948150227358035,3,covid_acute,0.167148144070421,-83.2851855929579,10.205278952833416,37.47734004423098,7.922985590125023,62.02190540815667,TRUE,FALSE,2021-09-01,suppressed,209.76823983781085,0,-209.76823983781085,0.2371603565642769
Meningococcal disease (invasive),2021,10,16.45262735372844,4,covid_acute,0.24312226333221684,-75.68777366677831,9.52243779016958,33.339871515942335,7.442920902754698,53.75308834887452,TRUE,FALSE,2021-10-01,suppressed,222.2208671915393,0,-222.2208671915393,0.26207547636271583
Meningococcal disease (invasive),2021,11,16.22466736872892,7,covid_acute,0.43144181886228694,-56.855818113771306,9.41682425722981,32.72455980570027,7.3682574470725966,52.54950013568828,TRUE,FALSE,2021-11-01,suppressed,231.44553456026821,0,-231.44553456026821,0.28057074208830823
Meningococcal disease (invasive),2021,12,15.08699003963655,8,covid_acute,0.5302581879475227,-46.97418120524773,8.88334801389674,29.714374491792512,6.989365026052656,46.76037475146498,FALSE,FALSE,2021-12-01,partial,238.53252459990478,0,-238.53252459990478,0.40160742338067545
Meningococcal disease (invasive),2022,1,15.7085021511102,4,transition,0.2546391732019656,-74.53608267980344,9.176125137333273,31.346316305334888,7.197670488740121,49.87840332464996,TRUE,FALSE,2022-01-01,suppressed,250.24102675101497,0,-250.24102675101497,0.40544639333725835
Meningococcal disease (invasive),2022,2,15.9776611583487,8,transition,0.5006990648202484,-49.93009351797516,9.3019125187808,32.06241876027291,7.286891933182342,51.261944590536515,FALSE,FALSE,2022-02-01,partial,258.21868790936367,0,-258.21868790936367,0.4285321419899122
Meningococcal disease (invasive),2022,3,16.680129290659703,2,transition,0.11990314734070624,-88.00968526592938,9.58502524198,34.211039404918736,7.47134488252889,55.73593699758905,TRUE,FALSE,2022-03-01,suppressed,272.89881720002336,0,-272.89881720002336,0.2917471284543067
